date,region,total_cases,flu,covid,malaria,dengue,typhoid,pneumonia,cold
2023-11-29,North,34,3,0,0,4,0,1,4
2023-11-29,South,19,3,3,2,0,0,1,3
2023-11-29,East,14,0,1,1,3,3,0,0
2023-11-29,West,12,0,0,0,6,0,0,5
2023-11-29,Central,30,0,2,3,0,3,1,3
2023-11-30,North,42,3,0,0,10,3,2,5
2023-11-30,South,27,2,3,1,0,1,2,5
2023-11-30,East,8,0,2,0,0,3,1,0
2023-11-30,West,12,1,0,0,3,0,0,0
2023-11-30,Central,29,0,4,2,0,1,0,0
2023-12-01,North,38,3,0,0,11,0,1,7
2023-12-01,South,26,3,1,1,0,1,1,4
2023-12-01,East,9,0,0,0,1,2,0,1
2023-12-01,West,25,0,0,0,5,1,0,3
2023-12-01,Central,26,0,2,8,1,2,0,0
2023-12-02,North,45,1,0,0,8,0,4,12
2023-12-02,South,37,4,6,1,0,0,1,4
2023-12-02,East,4,1,0,0,0,1,0,0
2023-12-02,West,19,0,0,1,6,1,0,5
2023-12-02,Central,32,2,4,8,0,3,1,0
2023-12-03,North,50,3,2,0,9,0,3,12
2023-12-03,South,31,4,2,1,2,0,0,4
2023-12-03,East,12,1,0,0,0,2,0,2
2023-12-03,West,18,0,0,0,4,0,0,10
2023-12-03,Central,24,1,5,4,0,4,0,0
2023-12-04,North,43,6,4,0,5,0,2,13
2023-12-04,South,35,3,8,0,0,0,0,8
2023-12-04,East,16,0,0,0,0,2,0,3
2023-12-04,West,22,0,0,1,7,4,0,11
2023-12-04,Central,37,0,3,5,1,3,0,0
2023-12-05,North,48,2,1,0,7,0,2,3
2023-12-05,South,43,2,2,1,0,0,2,2
2023-12-05,East,17,0,1,0,0,2,3,1
2023-12-05,West,24,1,0,1,1,1,0,2
2023-12-05,Central,30,0,5,12,0,1,0,0
2023-12-06,North,31,4,1,0,5,0,0,5
2023-12-06,South,25,8,3,1,0,0,1,2
2023-12-06,East,18,0,0,0,0,2,0,4
2023-12-06,West,17,2,0,0,4,0,0,10
2023-12-06,Central,31,1,5,5,0,1,0,0
2023-12-07,North,35,2,2,0,6,0,2,4
2023-12-07,South,25,10,5,1,1,0,1,2
2023-12-07,East,25,0,0,0,1,3,0,3
2023-12-07,West,15,0,0,0,2,0,0,9
2023-12-07,Central,27,0,2,7,0,2,0,0
2023-12-08,North,32,5,5,1,7,0,1,6
2023-12-08,South,32,4,4,0,3,0,0,2
2023-12-08,East,14,0,1,0,1,1,1,5
2023-12-08,West,14,0,0,0,5,0,0,5
2023-12-08,Central,26,0,2,10,0,1,0,0
2023-12-09,North,21,6,4,0,5,0,0,5
2023-12-09,South,27,1,2,4,1,0,0,1
2023-12-09,East,16,0,1,0,1,2,0,6
2023-12-09,West,24,0,0,0,1,0,0,11
2023-12-09,Central,26,0,3,4,0,0,0,0
2023-12-10,North,32,7,1,0,6,0,0,3
2023-12-10,South,22,6,1,3,0,0,0,5
2023-12-10,East,21,3,1,0,2,4,0,3
2023-12-10,West,28,3,1,0,6,0,0,7
2023-12-10,Central,30,0,1,2,0,0,0,2
2023-12-11,North,34,6,1,0,7,0,0,1
2023-12-11,South,38,7,2,1,0,0,0,6
2023-12-11,East,32,5,0,0,0,3,0,5
2023-12-11,West,31,3,0,2,9,0,0,5
2023-12-11,Central,17,0,2,5,0,0,0,3
2023-12-12,North,42,5,3,1,3,0,0,1
2023-12-12,South,18,2,1,0,0,1,0,1
2023-12-12,East,29,3,0,0,1,0,0,2
2023-12-12,West,38,5,0,2,2,0,1,10
2023-12-12,Central,24,1,3,9,0,0,0,5
2023-12-13,North,36,6,8,0,2,0,0,5
2023-12-13,South,24,3,1,0,0,1,0,0
2023-12-13,East,24,1,0,1,0,3,1,2
2023-12-13,West,38,1,0,3,1,1,1,8
2023-12-13,Central,37,0,3,8,1,0,0,7
2023-12-14,North,34,5,3,1,5,1,0,3
2023-12-14,South,24,1,4,2,2,0,0,8
2023-12-14,East,32,4,4,0,0,3,0,5
2023-12-14,West,36,2,0,4,6,0,0,5
2023-12-14,Central,36,1,7,9,0,0,0,6
2023-12-15,North,34,3,2,0,0,0,0,5
2023-12-15,South,17,1,0,4,1,1,0,7
2023-12-15,East,27,4,0,0,0,5,2,3
2023-12-15,West,35,5,0,3,3,0,0,4
2023-12-15,Central,46,1,6,12,1,1,1,7
2023-12-16,North,38,5,3,0,4,2,1,2
2023-12-16,South,31,0,1,2,1,4,0,5
2023-12-16,East,17,3,0,0,0,5,1,8
2023-12-16,West,42,4,2,3,3,0,2,3
2023-12-16,Central,34,2,6,11,0,0,0,6
2023-12-17,North,52,4,4,0,3,3,0,4
2023-12-17,South,36,0,4,4,0,0,0,9
2023-12-17,East,25,3,0,0,0,4,0,1
2023-12-17,West,46,2,0,4,3,1,4,7
2023-12-17,Central,49,4,6,11,2,0,0,6
2023-12-18,North,36,5,2,0,8,4,0,1
2023-12-18,South,24,1,2,8,0,3,0,5
2023-12-18,East,30,1,0,0,0,5,0,7
2023-12-18,West,49,7,0,10,5,1,5,2
2023-12-18,Central,32,3,4,6,1,0,0,2
2023-12-19,North,37,10,4,0,8,0,0,2
2023-12-19,South,38,1,1,4,0,1,0,11
2023-12-19,East,24,1,0,0,0,2,0,2
2023-12-19,West,58,3,3,9,6,0,1,3
2023-12-19,Central,47,0,3,5,0,0,0,2
2023-12-20,North,39,5,0,0,3,1,1,2
2023-12-20,South,30,3,3,7,0,2,0,16
2023-12-20,East,23,2,1,0,0,2,0,7
2023-12-20,West,66,6,6,3,5,0,7,7
2023-12-20,Central,32,1,5,7,0,0,0,4
2023-12-21,North,41,6,3,1,5,3,2,1
2023-12-21,South,25,3,2,6,0,0,0,9
2023-12-21,East,31,4,0,0,3,3,0,2
2023-12-21,West,68,7,2,8,5,0,6,5
2023-12-21,Central,21,3,6,8,0,0,0,4
2023-12-22,North,41,5,0,0,3,1,2,3
2023-12-22,South,37,1,2,3,0,4,2,14
2023-12-22,East,23,1,0,0,1,1,0,6
2023-12-22,West,72,6,3,10,9,1,1,2
2023-12-22,Central,41,3,2,13,0,0,0,2
2023-12-23,North,51,2,4,2,1,3,3,7
2023-12-23,South,36,0,1,0,0,3,1,16
2023-12-23,East,32,3,0,7,1,1,0,5
2023-12-23,West,64,1,4,10,4,2,3,3
2023-12-23,Central,36,4,2,5,0,0,1,2
2023-12-24,North,49,5,1,0,6,3,0,8
2023-12-24,South,31,0,6,0,0,3,1,5
2023-12-24,East,46,3,0,3,4,0,0,5
2023-12-24,West,63,6,0,7,2,2,9,2
2023-12-24,Central,42,4,3,4,1,2,0,1
2023-12-25,North,52,3,2,0,8,1,0,6
2023-12-25,South,28,0,1,0,0,4,0,9
2023-12-25,East,20,7,0,7,2,1,0,1
2023-12-25,West,60,4,3,10,4,2,4,2
2023-12-25,Central,33,4,4,6,0,3,0,0
2023-12-26,North,44,3,7,0,6,3,0,6
2023-12-26,South,38,0,1,2,0,3,0,9
2023-12-26,East,27,3,0,8,0,0,1,1
2023-12-26,West,65,1,4,10,3,1,11,1
2023-12-26,Central,34,2,6,11,0,1,0,0
2023-12-27,North,52,6,5,0,5,4,2,4
2023-12-27,South,39,0,2,2,0,7,0,14
2023-12-27,East,35,3,1,7,1,0,0,0
2023-12-27,West,67,3,1,11,3,4,4,2
2023-12-27,Central,32,4,5,7,0,0,0,0
2023-12-28,North,49,2,8,0,6,2,4,4
2023-12-28,South,50,1,0,1,0,6,0,15
2023-12-28,East,36,6,0,4,0,0,1,0
2023-12-28,West,64,11,1,10,5,3,10,9
2023-12-28,Central,40,5,4,10,0,2,2,1
2023-12-29,North,53,8,3,0,2,2,3,5
2023-12-29,South,43,2,0,2,0,4,0,8
2023-12-29,East,25,7,0,7,2,0,1,0
2023-12-29,West,85,6,0,10,5,3,7,5
2023-12-29,Central,48,0,3,6,0,0,1,0
2023-12-30,North,54,3,6,0,1,4,5,4
2023-12-30,South,42,0,0,4,0,6,1,9
2023-12-30,East,16,0,0,3,2,0,1,0
2023-12-30,West,67,3,1,10,9,2,12,0
2023-12-30,Central,33,0,3,15,0,2,0,2
2023-12-31,North,54,8,2,0,2,6,2,3
2023-12-31,South,50,0,1,4,0,3,0,15
2023-12-31,East,23,2,0,7,1,0,2,0
2023-12-31,West,74,2,1,9,9,0,6,1
2023-12-31,Central,40,2,2,11,3,0,0,0
2024-01-01,North,68,4,1,3,8,2,4,4
2024-01-01,South,48,0,0,1,0,2,2,16
2024-01-01,East,17,3,0,5,1,0,2,0
2024-01-01,West,66,4,0,15,11,5,10,2
2024-01-01,Central,39,2,8,8,1,0,0,0
2024-01-02,North,59,4,2,0,3,3,5,3
2024-01-02,South,40,0,0,3,0,5,1,9
2024-01-02,East,29,2,0,4,5,0,1,2
2024-01-02,West,71,3,0,7,2,0,6,3
2024-01-02,Central,38,5,3,11,3,0,0,0
2024-01-03,North,70,1,1,0,2,2,3,10
2024-01-03,South,24,0,0,1,0,5,0,9
2024-01-03,East,35,3,0,6,0,1,5,1
2024-01-03,West,66,3,0,8,14,4,5,1
2024-01-03,Central,45,1,8,10,3,0,0,0
2024-01-04,North,43,0,1,0,4,2,5,5
2024-01-04,South,33,1,1,0,1,5,0,12
2024-01-04,East,34,5,1,3,1,0,2,3
2024-01-04,West,79,2,0,9,11,1,7,6
2024-01-04,Central,49,4,3,14,4,1,0,1
2024-01-05,North,33,0,0,0,2,3,3,9
2024-01-05,South,37,5,0,2,0,2,0,10
2024-01-05,East,35,9,1,3,0,0,1,4
2024-01-05,West,62,6,0,12,5,1,9,7
2024-01-05,Central,51,3,10,11,3,0,0,3
2024-01-06,North,33,0,0,0,1,0,2,6
2024-01-06,South,58,4,1,2,0,1,0,13
2024-01-06,East,41,6,2,4,0,1,2,3
2024-01-06,West,44,1,0,8,3,2,7,5
2024-01-06,Central,52,3,7,13,6,0,1,6
2024-01-07,North,36,0,2,0,0,3,4,8
2024-01-07,South,44,4,3,0,0,0,0,18
2024-01-07,East,32,5,2,5,1,0,2,3
2024-01-07,West,46,2,0,14,12,0,5,3
2024-01-07,Central,59,6,5,13,4,0,0,2
2024-01-08,North,39,2,2,2,1,1,2,10
2024-01-08,South,44,5,5,0,0,0,1,12
2024-01-08,East,36,0,8,1,1,0,6,2
2024-01-08,West,66,2,0,13,2,1,5,8
2024-01-08,Central,49,4,11,5,2,0,0,2
2024-01-09,North,55,4,6,0,1,1,8,5
2024-01-09,South,63,5,1,0,0,6,5,13
2024-01-09,East,33,4,2,5,1,1,5,0
2024-01-09,West,70,2,0,16,5,0,3,4
2024-01-09,Central,53,4,2,12,1,0,0,5
2024-01-10,North,47,2,3,0,1,1,3,8
2024-01-10,South,54,5,5,0,0,1,2,20
2024-01-10,East,38,0,5,5,3,1,1,0
2024-01-10,West,59,0,0,9,9,1,3,4
2024-01-10,Central,57,1,2,2,4,0,0,3
2024-01-11,North,48,3,3,1,4,0,8,4
2024-01-11,South,52,2,6,0,0,2,1,7
2024-01-11,East,46,3,7,3,1,2,2,0
2024-01-11,West,40,0,0,10,5,0,5,4
2024-01-11,Central,45,1,7,17,4,0,0,8
2024-01-12,North,46,3,0,0,1,0,3,15
2024-01-12,South,61,3,3,0,0,4,1,15
2024-01-12,East,32,2,6,7,2,1,0,2
2024-01-12,West,35,0,0,14,2,0,8,4
2024-01-12,Central,34,1,4,9,2,0,0,4
2024-01-13,North,47,1,3,0,3,0,1,9
2024-01-13,South,45,1,1,0,2,0,0,15
2024-01-13,East,28,4,3,4,0,1,6,5
2024-01-13,West,42,0,0,12,15,0,1,3
2024-01-13,Central,44,2,6,6,0,1,0,10
2024-01-14,North,52,0,4,2,5,0,5,9
2024-01-14,South,53,1,1,2,0,3,1,16
2024-01-14,East,39,3,1,4,0,3,4,0
2024-01-14,West,50,1,1,14,5,0,6,4
2024-01-14,Central,54,4,0,14,1,0,0,7
2024-01-15,North,42,0,6,2,5,0,5,14
2024-01-15,South,58,2,1,2,0,8,0,18
2024-01-15,East,49,2,3,3,0,0,1,4
2024-01-15,West,42,1,2,9,11,0,1,10
2024-01-15,Central,50,1,3,4,2,1,0,7
2024-01-16,North,45,0,3,0,5,2,5,18
2024-01-16,South,55,2,3,1,0,5,3,21
2024-01-16,East,54,4,10,4,0,0,5,2
2024-01-16,West,40,1,0,6,8,0,0,8
2024-01-16,Central,57,1,2,8,1,1,0,8
2024-01-17,North,61,0,1,0,7,0,11,14
2024-01-17,South,67,2,1,2,0,5,1,16
2024-01-17,East,38,5,7,3,0,1,2,3
2024-01-17,West,42,0,1,2,7,0,2,9
2024-01-17,Central,54,1,4,16,1,0,0,2
2024-01-18,North,56,0,0,0,9,0,2,16
2024-01-18,South,43,6,4,4,0,5,1,11
2024-01-18,East,41,1,4,3,0,0,4,1
2024-01-18,West,41,0,1,4,6,0,0,7
2024-01-18,Central,47,1,2,18,1,1,0,4
2024-01-19,North,61,1,0,0,8,2,3,10
2024-01-19,South,48,2,1,5,0,6,1,13
2024-01-19,East,54,1,9,5,0,1,3,5
2024-01-19,West,38,0,3,6,5,0,0,9
2024-01-19,Central,47,2,3,15,4,1,0,6
2024-01-20,North,50,0,0,0,5,1,2,10
2024-01-20,South,47,9,4,7,0,2,1,9
2024-01-20,East,43,3,6,2,3,0,1,8
2024-01-20,West,37,2,1,15,2,0,0,10
2024-01-20,Central,51,0,1,10,2,0,0,5
2024-01-21,North,46,0,0,2,7,2,6,14
2024-01-21,South,60,2,1,3,1,7,3,9
2024-01-21,East,58,6,3,5,0,0,2,9
2024-01-21,West,31,1,2,5,4,1,0,6
2024-01-21,Central,48,0,6,17,7,3,0,7
2024-01-22,North,53,0,0,0,4,3,1,13
2024-01-22,South,54,4,0,7,1,4,3,6
2024-01-22,East,41,2,10,1,1,0,5,5
2024-01-22,West,45,0,0,5,4,0,0,4
2024-01-22,Central,64,0,6,13,5,3,0,6
2024-01-23,North,63,2,0,0,6,4,2,12
2024-01-23,South,54,6,3,4,2,4,1,7
2024-01-23,East,40,6,4,7,0,0,2,5
2024-01-23,West,35,2,0,11,2,0,0,12
2024-01-23,Central,55,0,7,8,5,2,0,4
2024-01-24,North,61,3,3,0,13,4,4,12
2024-01-24,South,60,4,2,5,2,7,2,11
2024-01-24,East,54,4,9,7,0,0,4,3
2024-01-24,West,40,0,3,11,4,1,0,6
2024-01-24,Central,59,0,0,10,5,2,1,7
2024-01-25,North,57,7,6,0,11,4,0,14
2024-01-25,South,76,4,4,7,0,3,4,9
2024-01-25,East,59,0,10,5,1,1,3,5
2024-01-25,West,38,0,6,8,5,1,0,10
2024-01-25,Central,68,2,0,13,7,2,0,11
2024-01-26,North,68,0,3,0,11,6,4,19
2024-01-26,South,69,0,2,12,0,4,4,8
2024-01-26,East,48,1,10,1,0,2,3,6
2024-01-26,West,37,0,2,8,3,1,1,2
2024-01-26,Central,51,1,1,13,2,4,0,9
2024-01-27,North,73,0,3,0,8,5,2,15
2024-01-27,South,70,8,3,9,0,7,2,13
2024-01-27,East,60,5,16,1,2,1,3,5
2024-01-27,West,46,0,1,14,4,0,1,5
2024-01-27,Central,45,0,1,10,1,2,1,4
2024-01-28,North,68,0,4,0,4,11,3,13
2024-01-28,South,80,1,5,10,2,4,5,7
2024-01-28,East,67,4,3,1,0,2,4,12
2024-01-28,West,56,0,1,9,3,2,1,14
2024-01-28,Central,59,2,2,11,6,3,4,5
2024-01-29,North,88,0,8,0,9,7,3,18
2024-01-29,South,87,7,6,8,1,12,5,7
2024-01-29,East,67,9,11,1,0,1,4,4
2024-01-29,West,33,1,0,12,3,2,1,7
2024-01-29,Central,68,4,1,9,8,5,3,6
2024-01-30,North,81,2,11,1,6,5,5,13
2024-01-30,South,90,2,1,9,2,3,8,8
2024-01-30,East,65,4,17,2,1,0,4,7
2024-01-30,West,41,1,0,7,9,1,0,11
2024-01-30,Central,82,1,1,16,8,2,9,5
2024-01-31,North,62,0,4,0,4,4,3,12
2024-01-31,South,89,6,6,14,1,11,5,14
2024-01-31,East,56,9,9,2,0,0,6,3
2024-01-31,West,46,4,0,9,5,3,2,6
2024-01-31,Central,65,5,0,7,5,3,0,7
2024-02-01,North,79,1,6,5,6,2,2,10
2024-02-01,South,112,6,1,15,4,8,8,11
2024-02-01,East,61,10,7,1,0,0,3,5
2024-02-01,West,50,2,1,14,8,1,0,8
2024-02-01,Central,66,0,0,15,1,2,1,8
2024-02-02,North,78,0,6,1,8,1,2,14
2024-02-02,South,106,5,1,12,1,4,5,16
2024-02-02,East,65,10,6,5,0,1,5,5
2024-02-02,West,58,3,1,16,3,3,2,9
2024-02-02,Central,57,0,0,5,2,0,1,8
2024-02-03,North,67,0,9,2,9,8,0,8
2024-02-03,South,96,6,4,13,6,3,7,13
2024-02-03,East,53,11,2,2,0,1,3,1
2024-02-03,West,52,5,1,11,6,0,0,5
2024-02-03,Central,46,0,0,5,4,3,2,8
2024-02-04,North,62,0,4,3,6,3,1,9
2024-02-04,South,112,8,8,14,4,2,2,7
2024-02-04,East,59,5,3,2,4,0,4,2
2024-02-04,West,54,8,0,9,1,3,0,13
2024-02-04,Central,34,0,0,8,1,4,4,7
2024-02-05,North,76,0,4,2,10,5,6,7
2024-02-05,South,92,9,5,10,3,4,10,9
2024-02-05,East,74,11,8,8,0,0,5,12
2024-02-05,West,46,3,3,8,1,2,0,11
2024-02-05,Central,47,0,0,12,0,6,1,7
2024-02-06,North,66,0,12,1,8,6,2,9
2024-02-06,South,92,5,5,6,3,0,9,5
2024-02-06,East,85,11,8,4,0,2,5,9
2024-02-06,West,46,1,1,6,1,1,1,16
2024-02-06,Central,54,0,0,4,1,2,8,15
2024-02-07,North,82,1,5,1,9,2,5,13
2024-02-07,South,100,9,6,11,1,2,4,14
2024-02-07,East,75,7,8,3,0,1,3,2
2024-02-07,West,47,7,0,11,0,3,0,11
2024-02-07,Central,52,1,0,4,0,3,3,9
2024-02-08,North,80,1,6,4,8,1,0,7
2024-02-08,South,98,9,5,14,2,3,2,23
2024-02-08,East,71,6,11,7,0,0,3,13
2024-02-08,West,54,3,2,10,0,1,0,10
2024-02-08,Central,56,0,0,7,3,4,3,15
2024-02-09,North,82,2,10,7,8,2,6,17
2024-02-09,South,100,9,6,20,6,4,3,14
2024-02-09,East,51,6,7,3,0,2,0,5
2024-02-09,West,53,1,1,10,0,2,0,8
2024-02-09,Central,69,0,0,5,1,4,4,9
2024-02-10,North,89,0,8,4,4,5,4,15
2024-02-10,South,117,4,9,12,2,7,3,19
2024-02-10,East,76,10,11,7,1,0,8,3
2024-02-10,West,43,6,1,6,0,1,1,11
2024-02-10,Central,56,0,0,8,6,6,2,13
2024-02-11,North,94,5,5,4,10,1,1,10
2024-02-11,South,92,6,9,12,1,6,2,17
2024-02-11,East,76,7,5,6,1,0,5,5
2024-02-11,West,50,9,0,8,0,2,2,4
2024-02-11,Central,64,0,0,3,1,1,4,20
2024-02-12,North,91,4,6,9,5,2,8,9
2024-02-12,South,96,5,7,14,3,1,3,15
2024-02-12,East,95,9,3,7,2,1,3,9
2024-02-12,West,42,6,0,7,1,0,0,17
2024-02-12,Central,42,0,0,7,1,7,3,7
2024-02-13,North,87,3,9,8,5,2,8,11
2024-02-13,South,104,9,10,15,0,4,11,13
2024-02-13,East,106,6,5,5,0,2,6,10
2024-02-13,West,54,6,0,3,4,0,0,11
2024-02-13,Central,77,0,0,7,6,4,3,16
2024-02-14,North,97,4,6,6,7,3,9,14
2024-02-14,South,111,5,17,14,3,3,9,11
2024-02-14,East,86,12,9,6,1,1,8,16
2024-02-14,West,58,9,1,9,5,1,0,9
2024-02-14,Central,80,0,0,5,0,4,6,4
2024-02-15,North,98,5,9,11,15,3,7,10
2024-02-15,South,104,4,7,11,1,4,3,11
2024-02-15,East,73,8,8,9,0,2,8,10
2024-02-15,West,67,6,5,17,3,2,0,5
2024-02-15,Central,61,2,1,8,6,7,1,9
2024-02-16,North,99,3,7,6,5,4,4,10
2024-02-16,South,108,4,6,9,1,5,2,11
2024-02-16,East,92,11,8,6,2,3,4,6
2024-02-16,West,62,7,0,15,4,1,0,9
2024-02-16,Central,68,2,0,9,8,6,4,6
2024-02-17,North,120,4,6,3,3,4,12,10
2024-02-17,South,106,8,12,14,0,4,1,16
2024-02-17,East,86,10,5,4,0,9,2,14
2024-02-17,West,75,5,1,16,2,1,1,13
2024-02-17,Central,68,1,0,1,5,4,2,14
2024-02-18,North,115,3,2,3,5,2,10,13
2024-02-18,South,104,11,15,13,1,2,1,11
2024-02-18,East,87,6,10,8,0,4,2,18
2024-02-18,West,65,6,2,19,2,0,0,14
2024-02-18,Central,90,3,0,5,7,4,4,7
2024-02-19,North,126,5,7,6,4,6,9,18
2024-02-19,South,85,11,15,6,0,2,1,16
2024-02-19,East,90,7,10,6,0,2,2,12
2024-02-19,West,59,11,3,11,2,5,0,11
2024-02-19,Central,72,2,0,5,5,3,0,8
2024-02-20,North,121,4,9,7,6,5,7,18
2024-02-20,South,94,16,5,6,1,9,3,13
2024-02-20,East,80,10,8,11,2,9,4,8
2024-02-20,West,69,3,1,9,4,2,0,15
2024-02-20,Central,73,6,0,6,7,1,1,6
2024-02-21,North,119,2,11,5,7,4,9,14
2024-02-21,South,84,9,8,16,0,2,7,6
2024-02-21,East,75,12,8,4,1,0,1,12
2024-02-21,West,60,6,2,9,3,2,0,9
2024-02-21,Central,85,8,0,13,10,3,2,10
2024-02-22,North,109,5,10,6,9,3,8,14
2024-02-22,South,104,6,3,8,0,3,5,11
2024-02-22,East,85,13,5,9,0,2,2,11
2024-02-22,West,61,5,2,11,1,1,0,8
2024-02-22,Central,75,2,0,13,6,5,7,9
2024-02-23,North,140,4,5,8,7,3,5,14
2024-02-23,South,102,10,7,3,0,7,3,19
2024-02-23,East,75,16,7,5,0,4,1,13
2024-02-23,West,72,3,3,8,1,2,0,12
2024-02-23,Central,72,6,0,5,14,2,1,8
2024-02-24,North,128,4,8,8,6,3,3,18
2024-02-24,South,97,15,6,14,0,3,6,10
2024-02-24,East,79,10,6,5,0,3,0,15
2024-02-24,West,64,8,3,9,4,1,0,13
2024-02-24,Central,86,4,0,7,8,5,3,4
2024-02-25,North,128,6,12,9,10,8,3,13
2024-02-25,South,91,12,8,8,0,1,6,13
2024-02-25,East,90,10,2,10,0,7,2,9
2024-02-25,West,66,14,1,13,2,3,0,14
2024-02-25,Central,72,6,1,4,7,4,6,9
2024-02-26,North,129,7,9,5,5,4,4,16
2024-02-26,South,87,5,17,4,1,4,5,9
2024-02-26,East,81,14,3,4,0,8,2,14
2024-02-26,West,74,8,3,18,1,4,0,9
2024-02-26,Central,75,3,0,13,7,9,5,11
2024-02-27,North,144,9,13,11,11,7,7,17
2024-02-27,South,99,10,9,3,0,0,7,9
2024-02-27,East,78,6,9,5,0,9,0,19
2024-02-27,West,69,13,1,13,2,3,0,17
2024-02-27,Central,70,2,2,11,5,5,7,8
2024-02-28,North,112,8,10,6,6,4,4,13
2024-02-28,South,97,16,10,3,1,3,7,16
2024-02-28,East,82,9,7,7,1,3,0,10
2024-02-28,West,87,9,1,12,5,5,0,20
2024-02-28,Central,77,7,2,20,9,2,4,5
2024-02-29,North,115,5,5,10,13,5,3,11
2024-02-29,South,81,9,7,5,1,2,2,16
2024-02-29,East,100,14,8,5,0,0,0,8
2024-02-29,West,70,4,0,15,2,1,0,20
2024-02-29,Central,92,5,3,7,8,2,6,9
2024-03-01,North,118,12,6,13,7,3,4,7
2024-03-01,South,78,11,8,1,0,3,5,11
2024-03-01,East,75,12,10,5,1,7,3,13
2024-03-01,West,71,8,8,5,6,1,0,14
2024-03-01,Central,90,3,2,8,7,5,2,5
2024-03-02,North,125,5,10,8,9,6,4,11
2024-03-02,South,92,6,8,3,1,3,7,16
2024-03-02,East,80,8,5,2,2,3,1,10
2024-03-02,West,86,8,3,8,7,3,2,14
2024-03-02,Central,74,5,1,7,6,3,4,6
2024-03-03,North,100,16,6,14,10,3,5,15
2024-03-03,South,109,9,4,4,1,2,6,10
2024-03-03,East,89,8,12,4,4,2,3,17
2024-03-03,West,93,9,2,12,3,3,2,12
2024-03-03,Central,67,2,1,9,11,4,3,9
2024-03-04,North,119,9,3,11,8,5,9,21
2024-03-04,South,90,5,6,2,1,2,4,12
2024-03-04,East,85,7,1,3,3,1,4,7
2024-03-04,West,80,7,3,8,7,0,1,16
2024-03-04,Central,69,1,0,10,5,5,1,4
2024-03-05,North,104,6,11,8,4,3,3,12
2024-03-05,South,105,6,11,2,2,2,5,16
2024-03-05,East,75,11,11,3,3,5,2,12
2024-03-05,West,68,3,3,13,8,2,2,16
2024-03-05,Central,82,0,1,7,10,2,1,3
2024-03-06,North,124,11,6,5,8,6,7,14
2024-03-06,South,79,8,6,2,0,3,6,15
2024-03-06,East,64,5,9,5,6,2,7,12
2024-03-06,West,85,7,2,9,5,2,4,11
2024-03-06,Central,81,3,1,6,5,4,2,3
2024-03-07,North,110,11,5,12,12,7,5,17
2024-03-07,South,115,8,6,5,6,0,4,11
2024-03-07,East,107,12,10,6,4,2,0,13
2024-03-07,West,98,13,3,11,7,0,2,24
2024-03-07,Central,91,3,0,18,4,6,4,3
2024-03-08,North,112,6,7,4,12,1,4,9
2024-03-08,South,99,8,11,2,7,2,7,12
2024-03-08,East,77,5,10,6,1,4,1,12
2024-03-08,West,88,7,3,12,6,2,6,14
2024-03-08,Central,72,3,0,11,10,5,3,4
2024-03-09,North,136,10,8,12,10,9,5,9
2024-03-09,South,103,7,8,1,3,1,5,16
2024-03-09,East,81,9,15,2,1,6,2,13
2024-03-09,West,102,17,6,14,4,0,2,20
2024-03-09,Central,91,4,0,11,8,3,6,3
2024-03-10,North,126,11,8,12,9,5,6,5
2024-03-10,South,86,5,12,0,3,6,3,18
2024-03-10,East,81,11,9,0,5,1,3,17
2024-03-10,West,95,13,5,9,6,5,3,10
2024-03-10,Central,81,3,1,13,4,7,2,2
2024-03-11,North,120,2,7,10,5,4,4,11
2024-03-11,South,86,8,7,2,0,2,6,23
2024-03-11,East,77,11,8,3,7,3,1,15
2024-03-11,West,93,10,4,7,7,2,2,15
2024-03-11,Central,75,3,0,20,12,4,2,2
2024-03-12,North,107,3,7,15,9,5,4,10
2024-03-12,South,94,7,6,1,3,3,5,24
2024-03-12,East,66,6,5,0,2,4,0,18
2024-03-12,West,103,10,3,18,4,3,2,10
2024-03-12,Central,94,3,2,10,11,7,3,5
2024-03-13,North,124,9,8,22,5,1,7,13
2024-03-13,South,100,16,7,1,3,5,6,11
2024-03-13,East,93,6,13,1,2,3,2,15
2024-03-13,West,121,8,7,13,8,3,7,14
2024-03-13,Central,76,3,0,12,12,10,2,1
2024-03-14,North,101,5,10,19,9,6,8,9
2024-03-14,South,107,8,6,4,3,3,6,20
2024-03-14,East,75,6,3,0,2,2,1,11
2024-03-14,West,104,9,5,16,8,1,3,14
2024-03-14,Central,78,1,0,12,9,2,2,1
2024-03-15,North,128,4,4,13,10,3,7,9
2024-03-15,South,102,14,9,8,7,2,3,18
2024-03-15,East,73,8,5,1,5,2,3,19
2024-03-15,West,95,9,4,11,1,3,4,11
2024-03-15,Central,71,9,0,12,9,5,2,2
2024-03-16,North,138,6,5,11,13,2,10,10
2024-03-16,South,115,11,15,2,6,5,7,8
2024-03-16,East,80,6,5,1,2,0,4,9
2024-03-16,West,106,6,6,14,2,3,4,17
2024-03-16,Central,85,5,0,12,9,7,3,4
2024-03-17,North,124,10,6,15,6,2,3,9
2024-03-17,South,104,9,8,4,2,7,3,15
2024-03-17,East,91,9,6,1,3,1,2,10
2024-03-17,West,99,12,5,12,3,3,8,8
2024-03-17,Central,86,4,0,4,11,3,3,4
2024-03-18,North,142,8,4,14,8,5,7,15
2024-03-18,South,109,7,4,9,6,2,5,14
2024-03-18,East,79,10,9,2,8,5,0,13
2024-03-18,West,96,6,4,9,5,2,9,15
